,playerID,year,score,player_seasonID
62,austiis01,1996,0.0,austiis011996
63,bakervi01,1996,1.0,bakervi011996
64,bakervi01,1997,2.0,bakervi011997
65,barbole01,2006,0.0,barbole012006
66,barklch01,1985,2.0,barklch011985
67,barklch01,1986,2.0,barklch011986
68,barklch01,1987,3.0,barklch011987
69,barklch01,1988,3.0,barklch011988
70,barklch01,1989,3.0,barklch011989
71,barklch01,1990,3.0,barklch011990
72,barklch01,1991,2.0,barklch011991
73,barklch01,1992,8.0,barklch011992
74,barklch01,1993,2.0,barklch011993
75,barklch01,1994,2.0,barklch011994
76,barklch01,1995,1.0,barklch011995
77,barnema01,1974,0.0,barnema011974
78,barroda01,1994,0.0,barroda011994
79,barryri01,1965,3.0,barryri011965
80,barryri01,1966,3.0,barryri011966
81,barryri01,1968,0.0,barryri011968
82,barryri01,1969,0.0,barryri011969
83,barryri01,1970,0.0,barryri011970
84,barryri01,1971,0.0,barryri011971
85,barryri01,1972,2.0,barryri011972
86,barryri01,1973,3.0,barryri011973
87,barryri01,1974,6.0,barryri011974
88,barryri01,1975,3.0,barryri011975
89,battish01,2007,1.0,battish012007
90,battish01,2008,1.0,battish012008
91,baumhfr01,1946,2.0,baumhfr011946
92,bayloel01,1958,3.0,bayloel011958
93,bayloel01,1959,3.0,bayloel011959
94,bayloel01,1960,3.0,bayloel011960
95,bayloel01,1961,3.0,bayloel011961
96,bayloel01,1962,3.0,bayloel011962
97,bayloel01,1963,3.0,bayloel011963
98,bayloel01,1964,3.0,bayloel011964
99,bayloel01,1966,3.0,bayloel011966
100,bayloel01,1967,3.0,bayloel011967
101,bayloel01,1968,3.0,bayloel011968
102,beardra01,1949,2.0,beardra011949
103,beardra01,1950,3.0,beardra011950
104,beasljo01,1967,0.0,beasljo011967
105,beasljo01,1968,0.0,beasljo011968
106,beaslmi01,2008,0.0,beaslmi012008
107,beatyze01,1970,3.0,beatyze011970
108,beatyze01,1971,0.0,beatyze011971
109,bellawa01,1961,0.0,bellawa011961
110,bellra01,2006,2.0,bellra012006
111,bellra01,2007,1.0,bellra012007
112,beverpa01,2013,1.0,beverpa012013
113,beverpa01,2016,2.0,beverpa012016
114,billuch01,2003,3.0,billuch012003
115,billuch01,2004,1.0,billuch012004
116,billuch01,2005,3.0,billuch012005
117,billuch01,2006,1.0,billuch012006
118,billuch01,2008,1.0,billuch012008
119,bingda01,1966,0.0,bingda011966
120,bingda01,1967,3.0,bingda011967
121,bingda01,1970,3.0,bingda011970
122,bingda01,1973,2.0,bingda011973
123,birdla01,1979,3.0,birdla011979
124,birdla01,1980,3.0,birdla011980
125,birdla01,1981,4.0,birdla011981
126,birdla01,1982,4.0,birdla011982
127,birdla01,1983,12.0,birdla011983
128,birdla01,1984,8.0,birdla011984
129,birdla01,1985,11.0,birdla011985
130,birdla01,1986,3.0,birdla011986
131,birdla01,1987,3.0,birdla011987
132,birdla01,1989,2.0,birdla011989
133,birdsot01,1980,2.0,birdsot011980
134,blairde01,2009,0.0,blairde012009
135,blaylmo01,1993,2.0,blaylmo011993
136,blaylmo01,1994,2.0,blaylmo011994
137,blaylmo01,1995,1.0,blaylmo011995
138,blaylmo01,1996,1.0,blaylmo011996
139,blaylmo01,1997,1.0,blaylmo011997
140,blaylmo01,1998,1.0,blaylmo011998
141,bledser01,2010,0.0,bledser012010
142,bledser01,2018,2.0,bledser012018
143,bogutan01,2009,1.0,bogutan012009
144,bogutan01,2014,1.0,bogutan012014
145,bolma01,1985,1.0,bolma011985
146,boonero01,1973,0.0,boonero011973
147,boonero01,1974,0.0,boonero011974
148,boozeca01,2007,1.0,boozeca012007
149,boshch01,2006,2.0,boshch012006
150,bowenbr01,2000,1.0,bowenbr012000
151,bowenbr01,2001,1.0,bowenbr012001
152,bowenbr01,2002,1.0,bowenbr012002
153,bowenbr01,2003,2.0,bowenbr012003
154,bowenbr01,2004,2.0,bowenbr012004
155,bowenbr01,2005,2.0,bowenbr012005
156,bowenbr01,2006,2.0,bowenbr012006
157,bowenbr01,2007,2.0,bowenbr012007
158,bradlav01,2012,1.0,bradlav012012
159,bradlav01,2015,2.0,bradlav012015
160,bradldu01,1980,1.0,bradldu011980
161,brandel01,1999,0.0,brandel011999
162,brandel01,2005,2.0,brandel012005
163,braunca01,1947,2.0,braunca011947
164,braunca01,1953,2.0,braunca011953
165,breweji01,1975,1.0,breweji011975
166,breweji01,1976,1.0,breweji011976
167,brianfr01,1949,2.0,brianfr011949
168,brianfr01,1950,2.0,brianfr011950
169,bridgbi01,1968,1.0,bridgbi011968
170,bridgbi01,1969,1.0,bridgbi011969
171,briskjo01,1970,0.0,briskjo011970
172,brookaa01,2009,0.0,brookaa012009
173,brookma01,2011,0.0,brookma012011
174,brownla01,1967,0.0,brownla011967
175,brownpj01,1996,1.0,brownpj011996
176,brownpj01,1998,1.0,brownpj011998
177,brownpj01,2000,1.0,brownpj012000
178,brownro01,1967,0.0,brownro011967
179,brownro01,1969,3.0,brownro011969
180,brownro01,1970,0.0,brownro011970
181,bryanko01,1998,1.0,bryanko011998
182,bryanko01,1999,4.0,bryanko011999
183,bryanko01,2000,3.0,bryanko012000
184,bryanko01,2001,4.0,bryanko012001
185,bryanko01,2002,5.0,bryanko012002
186,bryanko01,2003,5.0,bryanko012003
187,bryanko01,2004,1.0,bryanko012004
188,bryanko01,2005,5.0,bryanko012005
189,bryanko01,2006,5.0,bryanko012006
190,bryanko01,2007,10.0,bryanko012007
191,bryanko01,2008,5.0,bryanko012008
192,bryanko01,2009,5.0,bryanko012009
193,bryanko01,2010,5.0,bryanko012010
194,bryanko01,2011,4.0,bryanko012011
195,bryanko01,2012,3.0,bryanko012012
196,bucknqu01,1977,1.0,bucknqu011977
197,bucknqu01,1979,1.0,bucknqu011979
198,bucknqu01,1980,1.0,bucknqu011980
199,bucknqu01,1981,1.0,bucknqu011981
200,buehlke01,1942,0.0,buehlke011942
201,busedo01,1974,0.0,busedo011974
202,busedo01,1975,0.0,busedo011975
203,busedo01,1976,2.0,busedo011976
204,busedo01,1977,2.0,busedo011977
205,busedo01,1978,2.0,busedo011978
206,busedo01,1979,2.0,busedo011979
207,butleji01,2013,1.0,butleji012013
208,butleji01,2014,1.0,butleji012014
209,butleji01,2015,1.0,butleji012015
210,butleji01,2016,1.0,butleji012016
211,butleji01,2017,2.0,butleji012017
212,bynuman01,2011,2.0,bynuman012011
213,caldwjo01,1969,1.0,caldwjo011969
214,caldwjo01,1970,0.0,caldwjo011970
215,caldwjo01,1972,0.0,caldwjo011972
216,calveer01,1946,2.0,calveer011946
217,calvima01,1970,0.0,calvima011970
218,calvima01,1972,0.0,calvima011972
219,calvima01,1973,0.0,calvima011973
220,calvima01,1974,0.0,calvima011974
221,cambyma01,2004,1.0,cambyma012004
222,cambyma01,2005,1.0,cambyma012005
223,cambyma01,2006,5.0,cambyma012006
224,cambyma01,2007,2.0,cambyma012007
225,cannola01,1970,0.0,cannola011970
226,carrml01,1978,1.0,carrml011978
227,cartevi01,1998,0.0,cartevi011998
228,cartevi01,1999,1.0,cartevi011999
229,cartevi01,2000,2.0,cartevi012000
230,cassesa01,2003,2.0,cassesa012003
231,cervial01,1949,2.0,cervial011949
232,chalmma01,2008,0.0,chalmma012008
233,chambto01,1988,2.0,chambto011988
234,chambto01,1989,2.0,chambto011989
235,chambwi01,1959,8.0,chambwi011959
236,chambwi01,1960,3.0,chambwi011960
237,chambwi01,1961,3.0,chambwi011961
238,chambwi01,1962,2.0,chambwi011962
239,chambwi01,1963,3.0,chambwi011963
240,chambwi01,1964,2.0,chambwi011964
241,chambwi01,1965,8.0,chambwi011965
242,chambwi01,1966,8.0,chambwi011966
243,chambwi01,1967,8.0,chambwi011967
244,chambwi01,1971,7.0,chambwi011971
245,chambwi01,1972,2.0,chambwi011972
246,chandty01,2010,1.0,chandty012010
247,chandty01,2011,5.0,chandty012011
248,chandty01,2012,2.0,chandty012012
249,chanedo01,1971,1.0,chanedo011971
250,chanedo01,1972,1.0,chanedo011972
251,chanedo01,1973,1.0,chanedo011973
252,chanedo01,1974,1.0,chanedo011974
253,chanedo01,1976,1.0,chanedo011976
254,cheekma01,1982,2.0,cheekma011982
255,cheekma01,1983,2.0,cheekma011983
256,cheekma01,1984,2.0,cheekma011984
257,cheekma01,1985,2.0,cheekma011985
258,cheekma01,1986,1.0,cheekma011986
259,cheniph01,1974,2.0,cheniph011974
260,chrisdo01,2000,1.0,chrisdo012000
261,chrisdo01,2001,1.0,chrisdo012001
262,chrisdo01,2002,2.0,chrisdo012002
263,chrisdo01,2003,1.0,chrisdo012003
264,chuckch01,1941,5.0,chuckch011941
265,clarkar01,1971,2.0,clarkar011971
266,cleamji01,1975,1.0,cleamji011975
267,colemde01,1990,0.0,colemde011990
268,colemde01,1992,1.0,colemde011992
269,colemde01,1993,1.0,colemde011993
270,colemec01,1976,2.0,colemec011976
271,colemec01,1977,1.0,colemec011977
272,collida01,2009,0.0,collida012009
273,conlemi01,2012,1.0,conlemi012012
274,coopemi01,1980,1.0,coopemi011980
275,coopemi01,1981,2.0,coopemi011981
276,coopemi01,1982,1.0,coopemi011982
277,coopemi01,1983,2.0,coopemi011983
278,coopemi01,1984,2.0,coopemi011984
279,coopemi01,1985,1.0,coopemi011985
280,coopemi01,1986,5.0,coopemi011986
281,coopemi01,1987,2.0,coopemi011987
282,costela01,1960,2.0,costela011960
283,couside01,2010,0.0,couside012010
284,couside01,2014,2.0,couside012014
285,couside01,2015,2.0,couside012015
286,cousybo01,1951,3.0,cousybo011951
287,cousybo01,1952,3.0,cousybo011952
288,cousybo01,1953,3.0,cousybo011953
289,cousybo01,1954,3.0,cousybo011954
290,cousybo01,1955,3.0,cousybo011955
291,cousybo01,1956,8.0,cousybo011956
292,cousybo01,1957,3.0,cousybo011957
293,cousybo01,1958,3.0,cousybo011958
294,cousybo01,1959,3.0,cousybo011959
295,cousybo01,1960,3.0,cousybo011960
296,cousybo01,1961,2.0,cousybo011961
297,cousybo01,1962,2.0,cousybo011962
298,covinro01,2017,2.0,covinro012017
299,cowenda01,1970,0.0,cowenda011970
300,cowenda01,1972,7.0,cowenda011972
301,cowenda01,1974,3.0,cowenda011974
302,cowenda01,1975,4.0,cowenda011975
303,cowenda01,1979,1.0,cowenda011979
304,crawfja01,2009,0.0,crawfja012009
305,cummite01,1982,0.0,cummite011982
306,cummite01,1984,2.0,cummite011984
307,cummite01,1988,1.0,cummite011988
308,cunnibi01,1968,3.0,cunnibi011968
309,cunnibi01,1969,3.0,cunnibi011969
310,cunnibi01,1970,3.0,cunnibi011970
311,cunnibi01,1971,2.0,cunnibi011971
312,cunnibi01,1972,5.0,cunnibi011972
313,curryde01,1993,0.0,curryde011993
314,curryst01,2009,0.0,curryst012009
315,curryst01,2010,0.0,curryst012010
316,curryst01,2013,2.0,curryst012013
317,curryst01,2014,8.0,curryst012014
318,curryst01,2015,8.0,curryst012015
319,curryst01,2016,2.0,curryst012016
320,curryst01,2017,1.0,curryst012017
321,curryst01,2018,3.0,curryst012018
322,dalemsa01,2009,0.0,dalemsa012009
323,dallmho01,1947,3.0,dallmho011947
324,dampilo01,1967,0.0,dampilo011967
325,dampilo01,1968,0.0,dampilo011968
326,dampilo01,1969,0.0,dampilo011969
327,dampilo01,1973,0.0,dampilo011973
328,dandrbo01,1978,4.0,dandrbo011978
329,danieme01,1967,0.0,danieme011967
330,danieme01,1968,5.0,danieme011968
331,danieme01,1969,0.0,danieme011969
332,danieme01,1970,5.0,danieme011970
333,danieme01,1972,0.0,danieme011972
334,dantlad01,1976,0.0,dantlad011976
335,dantlad01,1980,2.0,dantlad011980
336,dantlad01,1983,2.0,dantlad011983
337,daughbr01,1991,1.0,daughbr011991
338,daviebo01,1946,5.0,daviebo011946
339,daviebo01,1948,3.0,daviebo011948
340,daviebo01,1949,3.0,daviebo011949
341,daviebo01,1950,3.0,daviebo011950
342,daviebo01,1951,3.0,daviebo011951
343,daviebo01,1952,2.0,daviebo011952
344,davisan02,2014,4.0,davisan022014
345,davisan02,2016,4.0,davisan022016
346,davisan02,2017,5.0,davisan022017
347,davisba01,2003,1.0,davisba012003
348,daviswa03,1977,2.0,daviswa031977
349,daviswa03,1978,2.0,daviswa031978
350,debusda01,1968,4.0,debusda011968
351,debusda01,1969,2.0,debusda011969
352,debusda01,1970,2.0,debusda011970
353,debusda01,1971,2.0,debusda011971
354,debusda01,1972,2.0,debusda011972
355,debusda01,1973,2.0,debusda011973
356,denglu01,2011,1.0,denglu012011
357,derozde01,2016,1.0,derozde012016
358,derozde01,2017,2.0,derozde012017
359,diawbo01,2005,0.0,diawbo012005
360,digreer01,1973,0.0,digreer011973
361,dischte01,1962,0.0,dischte011962
362,dragigo01,2013,1.0,dragigo012013
363,drexlcl01,1987,2.0,drexlcl011987
364,drexlcl01,1989,1.0,drexlcl011989
365,drexlcl01,1990,2.0,drexlcl011990
366,drexlcl01,1991,3.0,drexlcl011991
367,drexlcl01,1994,1.0,drexlcl011994
368,drumman01,2015,1.0,drumman012015
369,duckwke01,1987,0.0,duckwke011987
370,dumarjo01,1988,5.0,dumarjo011988
371,dumarjo01,1989,3.0,dumarjo011989
372,dumarjo01,1990,2.0,dumarjo011990
373,dumarjo01,1991,2.0,dumarjo011991
374,dumarjo01,1992,4.0,dumarjo011992
375,duncati01,1997,4.0,duncati011997
376,duncati01,1998,8.0,duncati011998
377,duncati01,1999,5.0,duncati011999
378,duncati01,2000,5.0,duncati012000
379,duncati01,2001,10.0,duncati012001
380,duncati01,2002,13.0,duncati012002
381,duncati01,2003,4.0,duncati012003
382,duncati01,2004,8.0,duncati012004
383,duncati01,2005,3.0,duncati012005
384,duncati01,2006,5.0,duncati012006
385,duncati01,2007,4.0,duncati012007
386,duncati01,2008,3.0,duncati012008
387,duncati01,2009,2.0,duncati012009
388,duncati01,2012,4.0,duncati012012
389,duncati01,2014,2.0,duncati012014
390,dunntr01,1982,1.0,dunntr011982
391,dunntr01,1983,1.0,dunntr011983
392,dunntr01,1984,1.0,dunntr011984
393,duranke01,2007,0.0,duranke012007
394,duranke01,2009,3.0,duranke012009
395,duranke01,2010,3.0,duranke012010
396,duranke01,2011,3.0,duranke012011
397,duranke01,2012,3.0,duranke012012
398,duranke01,2013,8.0,duranke012013
399,duranke01,2015,2.0,duranke012015
400,duranke01,2016,5.0,duranke012016
401,duranke01,2017,6.0,duranke012017
402,duranke01,2018,2.0,duranke012018
403,eatonma01,1984,5.0,eatonma011984
404,eatonma01,1985,2.0,eatonma011985
405,eatonma01,1986,1.0,eatonma011986
406,eatonma01,1987,1.0,eatonma011987
407,eatonma01,1988,5.0,eatonma011988
408,edwarco02,1937,5.0,edwarco021937
409,edwarco02,1938,5.0,edwarco021938
410,edwarco02,1939,5.0,edwarco021939
411,ellisda01,1986,0.0,ellisda011986
412,ellisda01,1988,1.0,ellisda011988
413,ellismo01,2006,0.0,ellismo012006
414,ellispe01,1991,0.0,ellispe011991
415,embiijo01,2017,3.0,embiijo012017
416,embiijo01,2018,3.0,embiijo012018
417,englial01,1981,2.0,englial011981
418,englial01,1982,2.0,englial011982
419,englial01,1985,2.0,englial011985
420,ervinju01,1971,0.0,ervinju011971
421,ervinju01,1972,0.0,ervinju011972
422,ervinju01,1973,8.0,ervinju011973
423,ervinju01,1974,5.0,ervinju011974
424,ervinju01,1975,8.0,ervinju011975
425,ervinju01,1976,2.0,ervinju011976
426,ervinju01,1977,3.0,ervinju011977
427,ervinju01,1979,3.0,ervinju011979
428,ervinju01,1980,8.0,ervinju011980
429,ervinju01,1981,3.0,ervinju011981
430,ervinju01,1982,3.0,ervinju011982
431,ervinju01,1983,2.0,ervinju011983
432,evansty01,2009,0.0,evansty012009
433,ewingpa01,1985,0.0,ewingpa011985
434,ewingpa01,1987,3.0,ewingpa011987
435,ewingpa01,1988,3.0,ewingpa011988
436,ewingpa01,1989,3.0,ewingpa011989
437,ewingpa01,1990,2.0,ewingpa011990
438,ewingpa01,1991,3.0,ewingpa011991
439,ewingpa01,1992,2.0,ewingpa011992
440,ewingpa01,1996,2.0,ewingpa011996
441,farieke01,2011,0.0,farieke012011
442,favorde01,2010,0.0,favorde012010
443,feeribo01,1946,3.0,feeribo011946
444,feeribo01,1947,3.0,feeribo011947
445,feeribo01,1948,2.0,feeribo011948
446,felixra01,1953,0.0,felixra011953
447,fernaru01,2008,0.0,fernaru012008
448,fieldla01,2010,0.0,fieldla012010
449,flynnjo01,2009,0.0,flynnjo012009
450,fordph01,1978,2.0,fordph011978
451,foustla01,1951,2.0,foustla011951
452,foustla01,1954,3.0,foustla011954
453,francst01,1999,0.0,francst011999
454,fraziwa01,1968,2.0,fraziwa011968
455,fraziwa01,1969,5.0,fraziwa011969
456,fraziwa01,1970,4.0,fraziwa011970
457,fraziwa01,1971,5.0,fraziwa011971
458,fraziwa01,1972,4.0,fraziwa011972
459,fraziwa01,1973,5.0,fraziwa011973
460,fraziwa01,1974,5.0,fraziwa011974
461,freemdo01,1968,0.0,freemdo011968
462,freemdo01,1969,0.0,freemdo011969
463,freemdo01,1970,0.0,freemdo011970
464,freemdo01,1971,0.0,freemdo011971
465,freewo01,1978,2.0,freewo011978
466,fulksjo01,1946,3.0,fulksjo011946
467,fulksjo01,1947,3.0,fulksjo011947
468,fulksjo01,1948,3.0,fulksjo011948
469,fulksjo01,1950,2.0,fulksjo011950
470,galemi01,1972,0.0,galemi011972
471,galemi01,1973,0.0,galemi011973
472,gallaha01,1953,3.0,gallaha011953
473,gallaha01,1954,2.0,gallaha011954
474,garmadi01,1956,2.0,garmadi011956
475,garneke01,1998,1.0,garneke011998
476,garneke01,1999,5.0,garneke011999
477,garneke01,2000,4.0,garneke012000
478,garneke01,2001,4.0,garneke012001
479,garneke01,2002,5.0,garneke012002
480,garneke01,2003,10.0,garneke012003
481,garneke01,2004,4.0,garneke012004
482,garneke01,2005,1.0,garneke012005
483,garneke01,2006,2.0,garneke012006
484,garneke01,2007,8.0,garneke012007
485,garneke01,2008,2.0,garneke012008
486,garneke01,2010,2.0,garneke012010
487,garneke01,2011,1.0,garneke012011
488,gasolma01,2008,0.0,gasolma012008
489,gasolma01,2012,6.0,gasolma012012
490,gasolma01,2014,3.0,gasolma012014
491,gasolpa01,2001,0.0,gasolpa012001
492,gasolpa01,2008,1.0,gasolpa012008
493,gasolpa01,2009,1.0,gasolpa012009
494,gasolpa01,2010,2.0,gasolpa012010
495,gasolpa01,2011,0.0,gasolpa012011
496,gasolpa01,2014,2.0,gasolpa012014
497,georgja01,1955,2.0,georgja011955
498,georgpa01,2010,0.0,georgpa012010
499,georgpa01,2012,2.0,georgpa012012
500,georgpa01,2013,3.0,georgpa012013
501,georgpa01,2015,2.0,georgpa012015
502,georgpa01,2017,1.0,georgpa012017
503,georgpa01,2018,5.0,georgpa012018
504,gervige01,1974,0.0,gervige011974
505,gervige01,1975,0.0,gervige011975
506,gervige01,1976,2.0,gervige011976
507,gervige01,1977,3.0,gervige011977
508,gervige01,1978,3.0,gervige011978
509,gervige01,1979,3.0,gervige011979
510,gervige01,1980,3.0,gervige011980
511,gervige01,1981,3.0,gervige011981
512,gervige01,1982,2.0,gervige011982
513,gibsota01,2009,0.0,gibsota012009
514,gilmoar01,1971,5.0,gilmoar011971
515,gilmoar01,1972,0.0,gilmoar011972
516,gilmoar01,1973,0.0,gilmoar011973
517,gilmoar01,1974,3.0,gilmoar011974
518,gilmoar01,1975,0.0,gilmoar011975
519,gilmoar01,1977,1.0,gilmoar011977
520,ginobem01,2007,1.0,ginobem012007
521,ginobem01,2010,1.0,ginobem012010
522,glamage01,1941,0.0,glamage011941
523,goberru01,2016,4.0,goberru012016
524,goberru01,2017,5.0,goberru012017
525,goberru01,2018,6.0,goberru012018
526,golato01,1957,2.0,golato011957
527,goodrga01,1973,3.0,goodrga011973
528,gordobe01,2004,0.0,gordobe012004
529,gordoer01,2008,0.0,gordoer012008
530,grangda01,2008,0.0,grangda012008
531,grantho01,1992,1.0,grantho011992
532,grantho01,1993,1.0,grantho011993
533,grantho01,1994,1.0,grantho011994
534,grantho01,1995,1.0,grantho011995
535,greenac01,1988,1.0,greenac011988
536,greenda01,2016,1.0,greenda012016
537,greendr01,2014,2.0,greendr012014
538,greendr01,2015,4.0,greendr012015
539,greendr01,2016,6.0,greendr012016
540,greendr01,2017,1.0,greendr012017
541,greendr01,2018,1.0,greendr012018
542,greenje02,2007,0.0,greenje022007
543,greerha01,1962,2.0,greerha011962
544,greerha01,1963,2.0,greerha011963
545,greerha01,1964,2.0,greerha011964
546,greerha01,1965,2.0,greerha011965
547,greerha01,1966,2.0,greerha011966
548,greerha01,1967,2.0,greerha011967
549,greerha01,1968,2.0,greerha011968
550,griffbl01,2010,0.0,griffbl012010
551,griffbl01,2011,2.0,griffbl012011
552,griffbl01,2012,2.0,griffbl012012
553,griffbl01,2013,2.0,griffbl012013
554,griffbl01,2014,1.0,griffbl012014
555,griffbl01,2018,1.0,griffbl012018
556,griffda01,1980,0.0,griffda011980
557,grossbo01,1977,1.0,grossbo011977
558,grozaal01,1949,3.0,grozaal011949
559,grozaal01,1950,3.0,grozaal011950
560,gueriri01,1958,2.0,gueriri011958
561,gueriri01,1959,2.0,gueriri011959
562,gueriri01,1961,2.0,gueriri011961
563,hagancl01,1957,2.0,hagancl011957
564,hagancl01,1958,2.0,hagancl011958
565,halbech01,1946,2.0,halbech011946
566,hanzlbi01,1985,1.0,hanzlbi011985
567,hardaan01,1994,3.0,hardaan011994
568,hardaan01,1995,3.0,hardaan011995
569,hardaan01,1996,1.0,hardaan011996
570,hardati01,1991,2.0,hardati011991
571,hardati01,1992,1.0,hardati011992
572,hardati01,1996,3.0,hardati011996
573,hardati01,1997,2.0,hardati011997
574,hardati01,1998,2.0,hardati011998
575,hardeja01,2009,0.0,hardeja012009
576,hardeja01,2011,0.0,hardeja012011
577,hardeja01,2012,1.0,hardeja012012
578,hardeja01,2013,3.0,hardeja012013
579,hardeja01,2014,3.0,hardeja012014
580,hardeja01,2016,3.0,hardeja012016
581,hardeja01,2017,8.0,hardeja012017
582,hardeja01,2018,3.0,hardeja012018
583,harpede01,1986,1.0,harpede011986
584,harpede01,1989,1.0,harpede011989
585,havlijo01,1963,2.0,havlijo011963
586,havlijo01,1965,2.0,havlijo011965
587,havlijo01,1967,2.0,havlijo011967
588,havlijo01,1968,3.0,havlijo011968
589,havlijo01,1969,3.0,havlijo011969
590,havlijo01,1970,4.0,havlijo011970
591,havlijo01,1971,5.0,havlijo011971
592,havlijo01,1972,5.0,havlijo011972
593,havlijo01,1973,8.0,havlijo011973
594,havlijo01,1974,4.0,havlijo011974
595,havlijo01,1975,4.0,havlijo011975
596,hawkico01,1961,5.0,hawkico011961
597,hawkico01,1967,8.0,hawkico011967
598,hawkico01,1968,0.0,hawkico011968
599,hawkico01,1969,3.0,hawkico011969
600,hayesel01,1972,2.0,hayesel011972
601,hayesel01,1973,3.0,hayesel011973
602,hayesel01,1974,4.0,hayesel011974
603,hayesel01,1975,2.0,hayesel011975
604,hayesel01,1976,3.0,hayesel011976
605,hayesel01,1978,3.0,hayesel011978
606,haywosp01,1969,5.0,haywosp011969
607,haywosp01,1971,3.0,haywosp011971
608,haywosp01,1972,3.0,haywosp011972
609,haywosp01,1973,2.0,haywosp011973
610,haywosp01,1974,2.0,haywosp011974
611,heinsto01,1956,0.0,heinsto011956
612,heinsto01,1960,2.0,heinsto011960
613,heinsto01,1961,2.0,heinsto011961
614,heinsto01,1962,2.0,heinsto011962
615,heinsto01,1963,2.0,heinsto011963
616,hendeal01,1997,0.0,hendeal011997
617,hibbero01,2013,1.0,hibbero012013
618,hillgr01,1994,0.0,hillgr011994
619,hillgr01,1995,2.0,hillgr011995
620,hillgr01,1996,3.0,hillgr011996
621,hillgr01,1997,2.0,hillgr011997
622,hillgr01,1998,2.0,hillgr011998
623,hillgr01,1999,2.0,hillgr011999
624,hillgr01,2007,0.0,hillgr012007
625,hillgr01,2009,0.0,hillgr012009
626,hinriki01,2006,1.0,hinriki012006
627,holidjr01,2017,2.0,holidjr012017
628,holidjr01,2018,1.0,holidjr012018
629,hollili01,1977,2.0,hollili011977
630,hollili01,1978,1.0,hollili011978
631,holzmre01,1944,0.0,holzmre011944
632,horfoal01,2007,0.0,horfoal012007
633,horfoal01,2010,1.0,horfoal012010
634,horfoal01,2017,1.0,horfoal012017
635,howardw01,2006,1.0,howardw012006
636,howardw01,2007,4.0,howardw012007
637,howardw01,2008,8.0,howardw012008
638,howardw01,2009,8.0,howardw012009
639,howardw01,2010,8.0,howardw012010
640,howardw01,2011,5.0,howardw012011
641,howardw01,2012,1.0,howardw012012
642,howardw01,2013,2.0,howardw012013
643,howarju01,1995,1.0,howarju011995
644,howelba01,1962,2.0,howelba011962
645,hudsolo01,1969,2.0,hudsolo011969
646,hughela01,2004,2.0,hughela012004
647,ibakase01,2011,2.0,ibakase012011
648,ibakase01,2012,2.0,ibakase012012
649,ibakase01,2013,2.0,ibakase012013
650,iguodan01,2010,1.0,iguodan012010
651,iguodan01,2013,2.0,iguodan012013
652,iguodan01,2014,3.0,iguodan012014
